,tissueID,sampleDescription,vesselSerialNumber,fishNumber,repID,water,dateCollected,year,lattitude_decDeg,longitude_decDeg,site,siteDepthCode,stationDepth_m,depthCollect_m,sampleDepthMin_m,sampleDepthMax_m,waterLayerSampled,DCLdepth,thermoclineDepth_m,epilimnionDepth_m,hypolimnionDepth_m,collectionGear,collectionGearMesh_um,numberIndividualsCombined,individualSize_mm,individualSizeMax_mm,individualSizeMin_mm,tissueType,preservationMethod,lipidExtraction,acidifiedUnacidified,wellID,laboratory,equipment,sampleAmount_mg,areaN,percentN,areaN28,amplitudeN28,delta15N,TEF_N,TEF_C_SD,areaC,percentC,areaC45,amplitudeC45,delta13C,TEF_C,TEF_C_SD.1,H2amp,percentH,del2H,sd_delta2H,analysisFacility,equipmentUsed,analysisDate,analysisTime,Flag,Comment,Comment2,Group
428,T0003,Periphyton (Cladophora),,,,Lake Ontario,6/9/2010,2010,NA,NA,Nine Mile Point,NMP 25,NA,25,0,0,,NA,NA,25,0,trawl,na,unk,NA,NA,NA,scraped_dried,water then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.104,NA,3.73,NA,969,3.79,3.4,0.74,NA,38.77,NA,"2,895",-16.17,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,liveDried,,Baseline
430,T0004,Periphyton (Cladophora),,,,Lake Ontario,6/9/2010,2010,NA,NA,Nine Mile Point,NMP 25,NA,25,0,0,,NA,NA,25,0,trawl,na,unk,NA,NA,NA,scraped_dried,water then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.004,NA,2.68,NA,633,3.81,3.4,0.74,NA,33.92,NA,"2,324",-17.81,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,liveDried,,Baseline
432,T0193,POC (phyto),,,,Lake Ontario,5/25/2010,2010,43.5263,-76.3655,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,8.753,NA,0.15,NA,308,6.34,3.4,0.74,NA,0.99,NA,616,-26.22,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
434,T0192,POC (phyto),,,,Lake Ontario,5/25/2010,2010,43.5263,-76.3655,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,16.548,NA,0.11,NA,442,6.66,3.4,0.74,NA,0.71,NA,843,-26.62,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
436,T0191,POC (phyto),,,,Lake Ontario,5/25/2010,2010,43.5263,-76.3655,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,11.827,NA,0.09,NA,241,6.72,3.4,0.74,NA,0.56,NA,468,-26.04,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
438,T0196,POC (phyto),,,,Lake Ontario,5/25/2010,2010,43.5263,-76.3655,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,10.933,NA,0.16,NA,418,6.74,3.4,0.74,NA,1.01,NA,778,-26.78,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
440,T0194,POC (phyto),,,,Lake Ontario,5/25/2010,2010,43.5263,-76.3655,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,14.867,NA,0.13,NA,463,7.23,3.4,0.74,NA,0.81,NA,843,-27.03,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
442,T0195,POC (phyto),,,,Lake Ontario,5/25/2010,2010,43.5263,-76.3655,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,10.835,NA,0.17,NA,436,7.66,3.4,0.74,NA,0.98,NA,742,-26.86,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
444,T0333,Periphyton (Cladophora),,,,Lake Ontario,5/27/2010,2010,43.524262,-76.384147,Sunset Bay,Sunset Bay ,NA,,0,1,,NA,NA,0,0,hand,na,unk,NA,NA,NA,scraped_dried,frozen then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.159,NA,3.63,NA,1024,4.62,3.4,0.74,NA,37.73,NA,"3,103",-19.12,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,liveDried,,Baseline
446,T0332,Periphyton (Cladophora),,,,Lake Ontario,5/27/2010,2010,43.524262,-76.384147,Sunset Bay,Sunset Bay ,NA,,0,1,,NA,NA,0,0,hand,na,unk,NA,NA,NA,scraped_dried,frozen then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.102,NA,3.27,NA,876,4.77,3.4,0.74,NA,34.77,NA,"2,728",-19.29,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,liveDried,,Baseline
448,T0330,Periphyton (Cladophora),,,,Lake Ontario,5/27/2010,2010,43.524262,-76.384147,Sunset Bay,Sunset Bay ,NA,,0,1,,NA,NA,0,0,hand,na,unk,NA,NA,NA,scraped_dried,frozen then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.248,NA,3.27,NA,989,4.96,3.4,0.74,NA,38.25,NA,"3,352",-18.47,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,liveDried,,Baseline
450,T0331,Periphyton (Cladophora),,,,Lake Ontario,5/27/2010,2010,43.524262,-76.384147,Sunset Bay,Sunset Bay ,NA,,0,1,,NA,NA,0,0,hand,na,unk,NA,NA,NA,scraped_dried,frozen then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.048,NA,3.56,NA,905,5.16,3.4,0.74,NA,37.67,NA,"2,797",-19.24,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,liveDried,,Baseline
452,T0202,POC (phyto),,,,Lake Ontario,6/15/2010,2010,43.524262,-76.384147,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,10.919,NA,0.21,NA,552,6.52,3.4,0.74,NA,1.48,NA,"1,109",-25.79,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
454,T0197,POC (phyto),,,,Lake Ontario,6/15/2010,2010,43.5271,-76.3697,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,13.68,NA,0.18,NA,595,6.61,3.4,0.74,NA,1.24,NA,"1,183",-25.24,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
456,T0201,POC (phyto),,,,Lake Ontario,6/15/2010,2010,43.5271,-76.3697,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,9.592,NA,0.21,NA,486,6.9,3.4,0.74,NA,1.42,NA,959,-25.72,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
458,T0199,POC (phyto),,,,Lake Ontario,6/15/2010,2010,43.5271,-76.3697,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,12.605,NA,0.23,NA,681,6.95,3.4,0.74,NA,1.51,NA,"1,327",-25.77,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
460,T0200,POC (phyto),,,,Lake Ontario,6/15/2010,2010,43.5271,-76.3697,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,9.212,NA,0.27,NA,592,7.06,3.4,0.74,NA,1.86,NA,"1,207",-25.94,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
462,T0198,POC (phyto),,,,Lake Ontario,6/15/2010,2010,43.5271,-76.3697,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,15.405,NA,0.21,NA,763,7.08,3.4,0.74,NA,1.43,NA,"1,524",-26.18,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
478,T0203,POC (phyto),,,,Lake Ontario,7/13/2010,2010,43.5271,-76.3649,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,11.551,NA,0.42,NA,1153,4.58,3.4,0.74,NA,3.53,NA,"2,778",-25.52,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
480,T0204,POC (phyto),,,,Lake Ontario,7/13/2010,2010,43.5271,-76.3649,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,11.993,NA,0.21,NA,580,4.87,3.4,0.74,NA,1.48,NA,"1,115",-24.34,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
482,T0208,POC (phyto),,,,Lake Ontario,7/13/2010,2010,43.5271,-76.3649,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,18.375,NA,0.26,NA,1163,4.99,3.4,0.74,NA,1.65,NA,"2,124",-24.55,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
484,T0207,POC (phyto),,,,Lake Ontario,7/13/2010,2010,43.5271,-76.3649,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,11.931,NA,0.38,NA,1061,5,3.4,0.74,NA,2.43,NA,"1,971",-24.5,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
486,T0205,POC (phyto),,,,Lake Ontario,7/13/2010,2010,43.5271,-76.3649,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,10.148,NA,0.26,NA,599,5.01,3.4,0.74,NA,1.77,NA,"1,148",-24.41,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
488,T0206,POC (phyto),,,,Lake Ontario,7/13/2010,2010,43.5271,-76.3649,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,15.212,NA,0.31,NA,1114,5.23,3.4,0.74,NA,2.01,NA,"2,111",-24.67,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
512,T0209,POC (phyto),,,,Lake Ontario,8/10/2010,2010,43.5263,-76.3634,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,15.07,NA,0.23,NA,817,6.04,3.4,0.74,NA,2.7,NA,"2,117",-21.07,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
514,T0210,POC (phyto),,,,Lake Ontario,8/10/2010,2010,43.5263,-76.3634,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,14.599,NA,0.21,NA,727,6.11,3.4,0.74,NA,2.82,NA,"2,422",-20.97,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
516,T0213,POC (phyto),,,,Lake Ontario,8/10/2010,2010,43.5263,-76.3634,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,9.782,NA,0.39,NA,915,6.16,3.4,0.74,NA,2.93,NA,"2,001",-21.13,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
518,T0211,POC (phyto),,,,Lake Ontario,8/10/2010,2010,43.5263,-76.3634,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,14.997,NA,0.35,NA,1240,6.27,3.4,0.74,NA,2.65,NA,"2,713",-20.4,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
520,T0212,POC (phyto),,,,Lake Ontario,8/10/2010,2010,43.5263,-76.3634,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,11.335,NA,0.4,NA,1075,6.32,3.4,0.74,NA,2.89,NA,"2,278",-20.96,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
522,T0214,POC (phyto),,,,Lake Ontario,8/10/2010,2010,43.5263,-76.3634,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,9.405,NA,0.39,NA,881,6.36,3.4,0.74,NA,3.05,NA,"2,007",-20.63,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
546,T0106,POC (phyto),,,,Lake Ontario,8/13/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,0,,NA,NA,0,0,bottle,150,unk,NA,NA,NA,filtered_0.8umAcetateFilter_scraped_dried,filter scraped then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,0.674,NA,2.34,NA,379,4.2,3.4,0.74,NA,22.79,NA,"1,107",-15.49,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,filtered_0.8umAcetateFilter_scraped_dried,,Baseline
548,T0105,POC (phyto),,,,Lake Ontario,8/13/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,0,,NA,NA,0,0,bottle,150,unk,NA,NA,NA,filtered_0.8umAcetateFilter_scraped_dried,filter scraped then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.109,NA,2.75,NA,738,6.32,3.4,0.74,NA,27.08,NA,"2,141",-16.41,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,filtered_0.8umAcetateFilter_scraped_dried,,Baseline
550,T0095,Periphyton (Cladophora),,,,Lake Ontario,8/13/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,1,,NA,NA,0,0,hand,na,unk,NA,NA,NA,scraped_dried,water then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,0.995,NA,2.98,NA,712,5.3,3.4,0.74,NA,30.94,NA,"2,160",-13.15,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,frozen_noEthanolDried,,Baseline
552,T0093,Periphyton (Cladophora),,,,Lake Ontario,8/13/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,1,,NA,NA,0,0,hand,na,unk,NA,NA,NA,scraped_dried,water then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.192,NA,3.18,NA,910,5.72,3.4,0.74,NA,29.62,NA,"2,463",-13.6,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,frozen_noEthanolDried,,Baseline
554,T0094,Periphyton (Cladophora),,,,Lake Ontario,8/13/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,1,,NA,NA,0,0,hand,na,unk,NA,NA,NA,scraped_dried,water then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.093,NA,3.32,NA,871,5.77,3.4,0.74,NA,32.56,NA,"2,480",-13.53,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,frozen_noEthanolDried,,Baseline
556,T0092,Periphyton (Cladophora),,,,Lake Ontario,8/13/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,1,,NA,NA,0,0,hand,na,unk,NA,NA,NA,scraped_dried,water then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.125,NA,3.6,NA,972,5.81,3.4,0.74,NA,34.11,NA,"2,670",-13.47,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,frozen_noEthanolDried,,Baseline
570,T0158,Periphyton (Cladophora),,,,Lake Ontario,9/22/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,1,,NA,NA,0,0,hand,na,unk,NA,NA,NA,scraped_dried,water then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.146,NA,5.39,NA,1502,5.1,3.4,0.74,NA,35.47,NA,"2,857",-15.56,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,frozen_noEthanolDried,,Baseline
572,T0160,Periphyton (Cladophora),,,,Lake Ontario,9/22/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,1,,NA,NA,0,0,hand,na,unk,NA,NA,NA,scraped_dried,water then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.183,NA,4.91,NA,1413,7.09,3.4,0.74,NA,35.02,NA,"2,913",-12.89,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,frozen_noEthanolDried,,Baseline
580,T0161,Periphyton (Cladophora),,,,Lake Ontario,9/22/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,4,,NA,NA,0,0,buoy,na,unk,NA,NA,NA,scraped_dried,water then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.12,NA,5.18,NA,1413,8.2,3.4,0.74,NA,39.9,NA,"3,150",-18.99,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,frozen_noEthanolDried,,Baseline
582,T0159,Periphyton (Cladophora),,,,Lake Ontario,9/22/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,4,,NA,NA,0,0,buoy,na,unk,NA,NA,NA,scraped_dried,water then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,1.002,NA,4.53,NA,1102,8.73,3.4,0.74,NA,37.65,NA,"2,660",-18.16,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,frozen_noEthanolDried,,Baseline
584,T0219,POC (phyto),,,,Lake Ontario,9/22/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,11.251,NA,0.36,NA,961,6.86,3.4,0.74,NA,1.47,NA,"1,553",-24.12,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
586,T0217,POC (phyto),,,,Lake Ontario,9/22/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,16.975,NA,0.19,NA,777,7.52,3.4,0.74,NA,1.23,NA,"1,451",-24.53,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
588,T0218,POC (phyto),,,,Lake Ontario,9/22/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,10.891,NA,0.27,NA,693,7.55,3.4,0.74,NA,1.74,NA,"1,312",-24.29,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
590,T0220,POC (phyto),,,,Lake Ontario,9/22/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,12.312,NA,0.38,NA,1105,7.65,3.4,0.74,NA,1.33,NA,"1,374",-24.52,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
592,T0216,POC (phyto),,,,Lake Ontario,9/22/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,13.334,NA,0.26,NA,825,7.9,3.4,0.74,NA,1.66,NA,"1,551",-24.54,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
594,T0215,POC (phyto),,,,Lake Ontario,9/22/2010,2010,NA,NA,Sunset Bay,Sunset Bay ,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,"filtered, residue and filter frozen",no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,11.093,NA,0.19,NA,498,7.95,3.4,0.74,NA,1.2,NA,951,-24.34,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,integratedPump_prefilter200um_precombusted1.5umfilter_frozen,,Baseline
636,T0177,POC (phyto),,,,Lake Ontario,9/22/2010,2010,NA,NA,Sunset Bay,Sunset Bay 16,NA,,0,0,,NA,NA,0,0,bottle,150,unk,NA,NA,NA,filtered_0.8umAcetateFilter_scraped_dried,filter scraped then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,0.169,NA,4.81,NA,194,8.44,3.4,0.74,NA,32.31,NA,397,-23.33,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,filtered_0.8umAcetateFilter_scraped_dried,,Baseline
638,T0173,POC (phyto),,,,Lake Ontario,9/22/2010,2010,NA,NA,Sunset Bay,Sunset Bay 20,NA,,0,8,,NA,NA,0,0,integrated pump water sampler,150,unk,NA,NA,NA,filtered_0.8umAcetateFilter_scraped_dried,filter scraped then dried,no,Unacidified,,Cornell,Thermo Delta V IRMS to NC2500,0.148,NA,5.5,NA,194,8.23,3.4,0.74,NA,32.36,NA,347,-24.34,0.4,0.63,NA,NA,NA,NA,NA,,,,NA,filtered_0.8umAcetateFilter_scraped_dried,,Baseline
688,T0104,Particulate organic matter,,,1,Lake Ontario,8/13/2010,2010,NA,NA,Sunset Bay,,NA,,,,,NA,NA,NA,NA,,,,NA,NA,NA,,,no,,,Cornell,Thermo Delta V IRMS to NC2500,,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,4947,3.77,-173.39,NA,NA,,,,NA,,,Baseline
690,T0104,Particulate organic matter,,,1,Lake Ontario,8/13/2010,2010,NA,NA,Sunset Bay,,NA,,,,,NA,NA,NA,NA,,,,NA,NA,NA,,,no,,,Cornell,Thermo Delta V IRMS to NC2500,,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,4947,3.79,-173.39,NA,NA,,,,NA,,,Baseline
